series_id,year,period,value,footnote_codes
CUSR0000SEMD     ,2012,M08,674.938,          
CUSR0000SEMD     ,2012,M09,677.529,          
CUSR0000SEMD     ,2012,M10,678.981,          
CUSR0000SEMD     ,2012,M11,683.221,          
CUSR0000SEMD     ,2012,M12,687.128,          
CUSR0000SEMD     ,2013,M01,688.429,          
CUSR0000SEMD     ,2013,M02,692.349,          
CUSR0000SEMD     ,2013,M03,694.821,          
CUSR0000SEMD     ,2013,M04,691.195,          
CUSR0000SEMD     ,2013,M05,691.929,          
CUSR0000SEMD     ,2013,M06,696.799,          
CUSR0000SEMD     ,2013,M07,699.108,          
CUSR0000SEMD     ,2013,M08,710,          
CUSR0000SEMD     ,2013,M09,713.806,          
CUSR0000SEMD     ,2013,M10,712.48,          
CUSR0000SEMD     ,2013,M11,711.502,          
CUSR0000SEMD     ,2013,M12,714.145,          
CUSR0000SEMD     ,2014,M01,718.444,          
CUSR0000SEMD     ,2014,M02,722.633,          
CUSR0000SEMD     ,2014,M03,727.503,          
CUSR0000SEMD     ,2014,M04,729.777,          
CUSR0000SEMD     ,2014,M05,731.666,          
CUSR0000SEMD     ,2014,M06,734.105,          
CUSR0000SEMD     ,2014,M07,737.664,          
CUSR0000SEMD     ,2014,M08,736.964,          
CUSR0000SEMD     ,2014,M09,738.592,          
CUSR0000SEMD     ,2014,M10,740.236,          
CUSR0000SEMD     ,2014,M11,742.399,          
CUSR0000SEMD     ,2014,M12,746.454,          
CUSR0000SEMD     ,2015,M01,747.637,          
CUSR0000SEMD     ,2015,M02,746.233,          
CUSR0000SEMD     ,2015,M03,750.466,          
CUSR0000SEMD     ,2015,M04,761.464,          
CUSR0000SEMD     ,2015,M05,764.671,          
CUSR0000SEMD     ,2015,M06,759.681,          
CUSR0000SEMD     ,2015,M07,761.109,          
CUSR0000SEMD     ,2015,M08,761.128,          
CUSR0000SEMD     ,2015,M09,762.77,          
CUSR0000SEMD     ,2015,M10,776.29,          
CUSR0000SEMD     ,2015,M11,775.202,          
CUSR0000SEMD     ,2015,M12,776.012,          
CUSR0000SEMD     ,2016,M01,779.915,          
CUSR0000SEMD     ,2016,M02,782.72,          
CUSR0000SEMD     ,2016,M03,782.97,          
CUSR0000SEMD     ,2016,M04,785.38,          
CUSR0000SEMD     ,2016,M05,789.446,          
CUSR0000SEMD     ,2016,M06,791.1,          
CUSR0000SEMD     ,2016,M07,794.838,          
CUSR0000SEMD     ,2016,M08,805.298,          
CUSR0000SEMD     ,2016,M09,805.744,          
CUSR0000SEMD     ,2016,M10,807.764,          
CUSR0000SEMD     ,2016,M11,807.652,          
CUSR0000SEMD     ,2016,M12,809.206,          
CUSR0000SEMD     ,2017,M01,811.487,          
CUSR0000SEMD     ,2017,M02,814.792,          
CUSR0000SEMD     ,2017,M03,817.969,          
CUSR0000SEMD     ,2017,M04,825.099,          
CUSR0000SEMD     ,2017,M05,825.878,          
CUSR0000SEMD     ,2017,M06,832.825,          
CUSR0000SEMD     ,2017,M07,837.071,          
CUSR0000SEMD     ,2017,M08,838.259,          
CUSR0000SEMD     ,2017,M09,840.108,          
CUSR0000SEMD     ,2017,M10,844.398,          
CUSR0000SEMD     ,2017,M11,845.548,          
CUSR0000SEMD01   ,1997,M01,100.5,          
CUSR0000SEMD01   ,1997,M02,100.5,          
CUSR0000SEMD01   ,1997,M03,100.8,          
CUSR0000SEMD01   ,1997,M04,101.2,          
CUSR0000SEMD01   ,1997,M05,101.5,          
CUSR0000SEMD01   ,1997,M06,101.7,          
CUSR0000SEMD01   ,1997,M07,101.6,          
CUSR0000SEMD01   ,1997,M08,101.7,          
CUSR0000SEMD01   ,1997,M09,102,          
CUSR0000SEMD01   ,1997,M10,102.4,          
CUSR0000SEMD01   ,1997,M11,102.8,          
CUSR0000SEMD01   ,1997,M12,103.4,          
CUSR0000SEMD01   ,1998,M01,103.3,          
CUSR0000SEMD01   ,1998,M02,103.6,          
CUSR0000SEMD01   ,1998,M03,103.8,          
CUSR0000SEMD01   ,1998,M04,104.2,          
CUSR0000SEMD01   ,1998,M05,104.4,          
CUSR0000SEMD01   ,1998,M06,104.6,          
CUSR0000SEMD01   ,1998,M07,105.3,          
CUSR0000SEMD01   ,1998,M08,105.5,          
CUSR0000SEMD01   ,1998,M09,105.5,          
CUSR0000SEMD01   ,1998,M10,106,          
CUSR0000SEMD01   ,1998,M11,106.4,          
CUSR0000SEMD01   ,1998,M12,106.8,          
CUSR0000SEMD01   ,1999,M01,107.3,          
CUSR0000SEMD01   ,1999,M02,107.6,          
CUSR0000SEMD01   ,1999,M03,108,          
CUSR0000SEMD01   ,1999,M04,108.1,          
CUSR0000SEMD01   ,1999,M05,108.6,          
CUSR0000SEMD01   ,1999,M06,109,          
CUSR0000SEMD01   ,1999,M07,109.5,          
CUSR0000SEMD01   ,1999,M08,109.9,          
CUSR0000SEMD01   ,1999,M09,110.4,          
CUSR0000SEMD01   ,1999,M10,110.7,          
CUSR0000SEMD01   ,1999,M11,111,          
CUSR0000SEMD01   ,1999,M12,111.9,          
CUSR0000SEMD01   ,2000,M01,112.3,          
CUSR0000SEMD01   ,2000,M02,112.9,          
CUSR0000SEMD01   ,2000,M03,113.5,          
CUSR0000SEMD01   ,2000,M04,114.2,          
CUSR0000SEMD01   ,2000,M05,114.7,          
CUSR0000SEMD01   ,2000,M06,115.6,          
CUSR0000SEMD01   ,2000,M07,116.4,          
CUSR0000SEMD01   ,2000,M08,117.2,          
CUSR0000SEMD01   ,2000,M09,117.9,          
CUSR0000SEMD01   ,2000,M10,118.3,          
CUSR0000SEMD01   ,2000,M11,118.7,          
CUSR0000SEMD01   ,2000,M12,118.9,          
CUSR0000SEMD01   ,2001,M01,119.7,          
CUSR0000SEMD01   ,2001,M02,120.4,          
CUSR0000SEMD01   ,2001,M03,121.2,          
CUSR0000SEMD01   ,2001,M04,121.8,          
CUSR0000SEMD01   ,2001,M05,122.7,          
CUSR0000SEMD01   ,2001,M06,123.4,          
CUSR0000SEMD01   ,2001,M07,123.8,          
CUSR0000SEMD01   ,2001,M08,124.6,          
CUSR0000SEMD01   ,2001,M09,125.4,          
CUSR0000SEMD01   ,2001,M10,126.1,          
CUSR0000SEMD01   ,2001,M11,126.9,          
CUSR0000SEMD01   ,2001,M12,127.7,          
CUSR0000SEMD01   ,2002,M01,129,          
CUSR0000SEMD01   ,2002,M02,129.8,          
CUSR0000SEMD01   ,2002,M03,131,          
CUSR0000SEMD01   ,2002,M04,132.6,          
CUSR0000SEMD01   ,2002,M05,133.6,          
CUSR0000SEMD01   ,2002,M06,134,          
CUSR0000SEMD01   ,2002,M07,134.9,          
CUSR0000SEMD01   ,2002,M08,136.1,          
CUSR0000SEMD01   ,2002,M09,137,          
CUSR0000SEMD01   ,2002,M10,138.4,          
CUSR0000SEMD01   ,2002,M11,139.5,          
CUSR0000SEMD01   ,2002,M12,140.5,          
CUSR0000SEMD01   ,2003,M01,141.1,          
CUSR0000SEMD01   ,2003,M02,141.6,          
CUSR0000SEMD01   ,2003,M03,141.9,          
CUSR0000SEMD01   ,2003,M04,142.2,          
CUSR0000SEMD01   ,2003,M05,142.5,          
CUSR0000SEMD01   ,2003,M06,143.9,          
CUSR0000SEMD01   ,2003,M07,145,          
CUSR0000SEMD01   ,2003,M08,146.2,          
CUSR0000SEMD01   ,2003,M09,147.1,          
CUSR0000SEMD01   ,2003,M10,147.3,          
CUSR0000SEMD01   ,2003,M11,148.6,          
CUSR0000SEMD01   ,2003,M12,149.5,          
CUSR0000SEMD01   ,2004,M01,149.9,          
CUSR0000SEMD01   ,2004,M02,150.5,          
CUSR0000SEMD01   ,2004,M03,151,          
CUSR0000SEMD01   ,2004,M04,151.5,          
CUSR0000SEMD01   ,2004,M05,152.2,          
CUSR0000SEMD01   ,2004,M06,153.4,          
CUSR0000SEMD01   ,2004,M07,154.1,          
CUSR0000SEMD01   ,2004,M08,154.2,          
CUSR0000SEMD01   ,2004,M09,154.9,          
CUSR0000SEMD01   ,2004,M10,155.7,          
CUSR0000SEMD01   ,2004,M11,155.8,          
CUSR0000SEMD01   ,2004,M12,157.4,          
CUSR0000SEMD01   ,2005,M01,157.9,          
CUSR0000SEMD01   ,2005,M02,158.6,          
CUSR0000SEMD01   ,2005,M03,159.7,          
CUSR0000SEMD01   ,2005,M04,160.2,          
CUSR0000SEMD01   ,2005,M05,160.6,          
CUSR0000SEMD01   ,2005,M06,161.1,          
CUSR0000SEMD01   ,2005,M07,162.3,          
CUSR0000SEMD01   ,2005,M08,162,          
CUSR0000SEMD01   ,2005,M09,162.3,          
CUSR0000SEMD01   ,2005,M10,163.6,          
CUSR0000SEMD01   ,2005,M11,165,          
CUSR0000SEMD01   ,2005,M12,165.7,          
CUSR0000SEMD01   ,2006,M01,166.3,          
CUSR0000SEMD01   ,2006,M02,168,          
CUSR0000SEMD01   ,2006,M03,169.2,          
CUSR0000SEMD01   ,2006,M04,170.2,          
CUSR0000SEMD01   ,2006,M05,171.2,          
CUSR0000SEMD01   ,2006,M06,172.3,          
CUSR0000SEMD01   ,2006,M07,172.9,          
CUSR0000SEMD01   ,2006,M08,174,          
CUSR0000SEMD01   ,2006,M09,174.6,          
CUSR0000SEMD01   ,2006,M10,175,          
CUSR0000SEMD01   ,2006,M11,175.9,          
CUSR0000SEMD01   ,2006,M12,176.4,          
CUSR0000SEMD01   ,2007,M01,176.975,          
CUSR0000SEMD01   ,2007,M02,177.955,          
CUSR0000SEMD01   ,2007,M03,178.911,          
CUSR0000SEMD01   ,2007,M04,180.05,          
CUSR0000SEMD01   ,2007,M05,181.374,          
CUSR0000SEMD01   ,2007,M06,182.361,          
CUSR0000SEMD01   ,2007,M07,184.043,          
CUSR0000SEMD01   ,2007,M08,185.127,          
CUSR0000SEMD01   ,2007,M09,186.53,          
CUSR0000SEMD01   ,2007,M10,188.486,          
CUSR0000SEMD01   ,2007,M11,189.949,          
CUSR0000SEMD01   ,2007,M12,191.047,          
CUSR0000SEMD01   ,2008,M01,192.717,          
CUSR0000SEMD01   ,2008,M02,193.17,          
CUSR0000SEMD01   ,2008,M03,193.8,          
CUSR0000SEMD01   ,2008,M04,194.621,          
CUSR0000SEMD01   ,2008,M05,195.611,          
CUSR0000SEMD01   ,2008,M06,196.548,          
CUSR0000SEMD01   ,2008,M07,197.399,          
CUSR0000SEMD01   ,2008,M08,198.681,          
CUSR0000SEMD01   ,2008,M09,199.764,          
CUSR0000SEMD01   ,2008,M10,200.752,          
CUSR0000SEMD01   ,2008,M11,201.082,          
CUSR0000SEMD01   ,2008,M12,202.231,          
CUSR0000SEMD01   ,2009,M01,203.771,          
CUSR0000SEMD01   ,2009,M02,205.029,          
CUSR0000SEMD01   ,2009,M03,206.521,          
CUSR0000SEMD01   ,2009,M04,208.344,          
CUSR0000SEMD01   ,2009,M05,208.714,          
CUSR0000SEMD01   ,2009,M06,209.661,          
CUSR0000SEMD01   ,2009,M07,211.42,          
CUSR0000SEMD01   ,2009,M08,212.657,          
CUSR0000SEMD01   ,2009,M09,213.866,          
CUSR0000SEMD01   ,2009,M10,214.63,          
CUSR0000SEMD01   ,2009,M11,216.565,          
CUSR0000SEMD01   ,2009,M12,217.698,          
CUSR0000SEMD01   ,2010,M01,219.173,          
CUSR0000SEMD01   ,2010,M02,221.587,          
CUSR0000SEMD01   ,2010,M03,224.202,          
CUSR0000SEMD01   ,2010,M04,224.9,          
CUSR0000SEMD01   ,2010,M05,225.761,          
CUSR0000SEMD01   ,2010,M06,226.9,          
CUSR0000SEMD01   ,2010,M07,226.019,          
CUSR0000SEMD01   ,2010,M08,227.362,          
CUSR0000SEMD01   ,2010,M09,231.277,          
CUSR0000SEMD01   ,2010,M10,232.842,          
CUSR0000SEMD01   ,2010,M11,232.588,          
CUSR0000SEMD01   ,2010,M12,234.122,          
CUSR0000SEMD01   ,2011,M01,234.816,          
CUSR0000SEMD01   ,2011,M02,235.868,          
CUSR0000SEMD01   ,2011,M03,236.462,          
CUSR0000SEMD01   ,2011,M04,238.093,          
CUSR0000SEMD01   ,2011,M05,239.787,          
CUSR0000SEMD01   ,2011,M06,240.569,          
CUSR0000SEMD01   ,2011,M07,241.633,          
CUSR0000SEMD01   ,2011,M08,243.3,          
CUSR0000SEMD01   ,2011,M09,243.773,          
CUSR0000SEMD01   ,2011,M10,245.531,          
CUSR0000SEMD01   ,2011,M11,247.174,          
CUSR0000SEMD01   ,2011,M12,247.752,          
CUSR0000SEMD01   ,2012,M01,248.526,          
CUSR0000SEMD01   ,2012,M02,248.445,          
CUSR0000SEMD01   ,2012,M03,248.913,          
CUSR0000SEMD01   ,2012,M04,250.475,          
CUSR0000SEMD01   ,2012,M05,251.918,          
CUSR0000SEMD01   ,2012,M06,254.506,          
CUSR0000SEMD01   ,2012,M07,255.662,          
CUSR0000SEMD01   ,2012,M08,254.702,          
CUSR0000SEMD01   ,2012,M09,255.727,          
CUSR0000SEMD01   ,2012,M10,256.272,          
CUSR0000SEMD01   ,2012,M11,258.07,          
CUSR0000SEMD01   ,2012,M12,259.699,          
CUSR0000SEMD01   ,2013,M01,260.154,          
CUSR0000SEMD01   ,2013,M02,261.843,          
CUSR0000SEMD01   ,2013,M03,262.765,          
CUSR0000SEMD01   ,2013,M04,261.192,          
CUSR0000SEMD01   ,2013,M05,261.479,          
CUSR0000SEMD01   ,2013,M06,263.555,          
CUSR0000SEMD01   ,2013,M07,264.404,          
CUSR0000SEMD01   ,2013,M08,269.145,          
CUSR0000SEMD01   ,2013,M09,270.745,          
CUSR0000SEMD01   ,2013,M10,270.107,          
CUSR0000SEMD01   ,2013,M11,269.532,          
CUSR0000SEMD01   ,2013,M12,270.629,          
CUSR0000SEMD01   ,2014,M01,272.549,          
CUSR0000SEMD01   ,2014,M02,274.171,          
CUSR0000SEMD01   ,2014,M03,276.128,          
CUSR0000SEMD01   ,2014,M04,277.117,          
CUSR0000SEMD01   ,2014,M05,277.907,          
CUSR0000SEMD01   ,2014,M06,278.943,          
CUSR0000SEMD01   ,2014,M07,280.37,          
CUSR0000SEMD01   ,2014,M08,280.055,          
CUSR0000SEMD01   ,2014,M09,280.622,          
CUSR0000SEMD01   ,2014,M10,281.322,          
CUSR0000SEMD01   ,2014,M11,282.153,          
CUSR0000SEMD01   ,2014,M12,283.83,          
CUSR0000SEMD01   ,2015,M01,284.245,          
CUSR0000SEMD01   ,2015,M02,283.816,          
CUSR0000SEMD01   ,2015,M03,285.565,          
CUSR0000SEMD01   ,2015,M04,290.381,          
CUSR0000SEMD01   ,2015,M05,291.548,          
CUSR0000SEMD01   ,2015,M06,289.21,          
CUSR0000SEMD01   ,2015,M07,289.705,          
CUSR0000SEMD01   ,2015,M08,289.659,          
CUSR0000SEMD01   ,2015,M09,290.235,          
CUSR0000SEMD01   ,2015,M10,296.149,          
CUSR0000SEMD01   ,2015,M11,295.517,          
CUSR0000SEMD01   ,2015,M12,295.71,          
CUSR0000SEMD01   ,2016,M01,297.265,          
CUSR0000SEMD01   ,2016,M02,298.362,          
CUSR0000SEMD01   ,2016,M03,298.363,          
CUSR0000SEMD01   ,2016,M04,299.286,          
CUSR0000SEMD01   ,2016,M05,300.936,          
CUSR0000SEMD01   ,2016,M06,301.579,          
CUSR0000SEMD01   ,2016,M07,303.062,          
CUSR0000SEMD01   ,2016,M08,307.513,          
CUSR0000SEMD01   ,2016,M09,307.548,          
CUSR0000SEMD01   ,2016,M10,308.319,          
CUSR0000SEMD01   ,2016,M11,308.234,          
CUSR0000SEMD01   ,2016,M12,308.874,          
CUSR0000SEMD01   ,2017,M01,309.941,          
CUSR0000SEMD01   ,2017,M02,311.217,          
CUSR0000SEMD01   ,2017,M03,312.498,          
CUSR0000SEMD01   ,2017,M04,315.526,          
CUSR0000SEMD01   ,2017,M05,315.839,          
CUSR0000SEMD01   ,2017,M06,318.631,          
CUSR0000SEMD01   ,2017,M07,320.338,          
CUSR0000SEMD01   ,2017,M08,321.002,          
CUSR0000SEMD01   ,2017,M09,321.645,          
CUSR0000SEMD01   ,2017,M10,323.296,          
CUSR0000SEMD01   ,2017,M11,323.745,          
CUSR0000SEMD02   ,1997,M01,100.6,          
CUSR0000SEMD02   ,1997,M02,100.8,          
CUSR0000SEMD02   ,1997,M03,101.2,          
CUSR0000SEMD02   ,1997,M04,101.5,          
CUSR0000SEMD02   ,1997,M05,101.7,          
CUSR0000SEMD02   ,1997,M06,102.1,          
CUSR0000SEMD02   ,1997,M07,102.8,          
CUSR0000SEMD02   ,1997,M08,102.7,          
CUSR0000SEMD02   ,1997,M09,103,          
CUSR0000SEMD02   ,1997,M10,103.4,          
CUSR0000SEMD02   ,1997,M11,103.6,          
CUSR0000SEMD02   ,1997,M12,104.4,          
CUSR0000SEMD02   ,1998,M01,104.8,          
CUSR0000SEMD02   ,1998,M02,105.4,          
CUSR0000SEMD02   ,1998,M03,105.8,          
CUSR0000SEMD02   ,1998,M04,106.5,          
CUSR0000SEMD02   ,1998,M05,106.7,          
CUSR0000SEMD02   ,1998,M06,106.8,          
CUSR0000SEMD02   ,1998,M07,107.3,          
CUSR0000SEMD02   ,1998,M08,107.8,          
CUSR0000SEMD02   ,1998,M09,108.1,          
CUSR0000SEMD02   ,1998,M10,108.1,          
CUSR0000SEMD02   ,1998,M11,108.5,          
CUSR0000SEMD02   ,1998,M12,108.8,          
CUSR0000SEMD02   ,1999,M01,109.5,          
CUSR0000SEMD02   ,1999,M02,109.9,          
CUSR0000SEMD02   ,1999,M03,110.3,          
CUSR0000SEMD02   ,1999,M04,110.6,          
CUSR0000SEMD02   ,1999,M05,110.9,          
CUSR0000SEMD02   ,1999,M06,111.3,          
CUSR0000SEMD02   ,1999,M07,111.6,          
CUSR0000SEMD02   ,1999,M08,111.9,          
CUSR0000SEMD02   ,1999,M09,112.4,          
CUSR0000SEMD02   ,1999,M10,112.9,          
CUSR0000SEMD02   ,1999,M11,113.4,          
CUSR0000SEMD02   ,1999,M12,113.9,          
CUSR0000SEMD02   ,2000,M01,114.1,          
CUSR0000SEMD02   ,2000,M02,114.6,          
CUSR0000SEMD02   ,2000,M03,115,          
CUSR0000SEMD02   ,2000,M04,115.7,          
CUSR0000SEMD02   ,2000,M05,115.9,          
CUSR0000SEMD02   ,2000,M06,117,          
CUSR0000SEMD02   ,2000,M07,117.6,          
CUSR0000SEMD02   ,2000,M08,118,          
CUSR0000SEMD02   ,2000,M09,118.4,          
CUSR0000SEMD02   ,2000,M10,118.9,          
CUSR0000SEMD02   ,2000,M11,119.3,          
CUSR0000SEMD02   ,2000,M12,119.5,          
CUSR0000SEMD02   ,2001,M01,120.1,          
CUSR0000SEMD02   ,2001,M02,119.4,          
CUSR0000SEMD02   ,2001,M03,119.9,          
CUSR0000SEMD02   ,2001,M04,120.4,          
CUSR0000SEMD02   ,2001,M05,120.9,          
CUSR0000SEMD02   ,2001,M06,121,          
CUSR0000SEMD02   ,2001,M07,121.6,          
CUSR0000SEMD02   ,2001,M08,122.4,          
CUSR0000SEMD02   ,2001,M09,123.1,          
CUSR0000SEMD02   ,2001,M10,123.7,          
CUSR0000SEMD02   ,2001,M11,124.3,          
CUSR0000SEMD02   ,2001,M12,124.8,          
CUSR0000SEMD02   ,2002,M01,125.1,          
CUSR0000SEMD02   ,2002,M02,125.6,          
CUSR0000SEMD02   ,2002,M03,126.6,          
CUSR0000SEMD02   ,2002,M04,126.9,          
CUSR0000SEMD02   ,2002,M05,127.2,          
CUSR0000SEMD02   ,2002,M06,127.9,          
CUSR0000SEMD02   ,2002,M07,128.4,          
CUSR0000SEMD02   ,2002,M08,128.6,          
CUSR0000SEMD02   ,2002,M09,129.2,          
CUSR0000SEMD02   ,2002,M10,129.6,          
CUSR0000SEMD02   ,2002,M11,130,          
CUSR0000SEMD02   ,2002,M12,130.2,          
CUSR0000SEMD02   ,2003,M01,131.8,          
CUSR0000SEMD02   ,2003,M02,132.7,          
CUSR0000SEMD02   ,2003,M03,133.4,          
CUSR0000SEMD02   ,2003,M04,134,          
CUSR0000SEMD02   ,2003,M05,135,          
CUSR0000SEMD02   ,2003,M06,135.2,          
CUSR0000SEMD02   ,2003,M07,135.6,          
CUSR0000SEMD02   ,2003,M08,136.1,          
CUSR0000SEMD02   ,2003,M09,136.5,          
CUSR0000SEMD02   ,2003,M10,136.9,          
CUSR0000SEMD02   ,2003,M11,137.4,          
CUSR0000SEMD02   ,2003,M12,137.8,          
CUSR0000SEMD02   ,2004,M01,138.1,          
CUSR0000SEMD02   ,2004,M02,138.6,          
CUSR0000SEMD02   ,2004,M03,139.2,          
CUSR0000SEMD02   ,2004,M04,139,          
CUSR0000SEMD02   ,2004,M05,139.2,          
CUSR0000SEMD02   ,2004,M06,140.5,          
CUSR0000SEMD02   ,2004,M07,141,          
CUSR0000SEMD02   ,2004,M08,141.3,          
CUSR0000SEMD02   ,2004,M09,141.5,          
CUSR0000SEMD02   ,2004,M10,141.9,          
CUSR0000SEMD02   ,2004,M11,142.3,          
CUSR0000SEMD02   ,2004,M12,142.6,          
CUSR0000SEMD02   ,2005,M01,142.9,          
CUSR0000SEMD02   ,2005,M02,143.3,          
CUSR0000SEMD02   ,2005,M03,143.5,          
CUSR0000SEMD02   ,2005,M04,143.8,          
CUSR0000SEMD02   ,2005,M05,144,          
CUSR0000SEMD02   ,2005,M06,144.4,          
CUSR0000SEMD02   ,2005,M07,144.9,          
CUSR0000SEMD02   ,2005,M08,145.7,          
CUSR0000SEMD02   ,2005,M09,146.1,          
CUSR0000SEMD02   ,2005,M10,146.5,          
CUSR0000SEMD02   ,2005,M11,147.2,          
CUSR0000SEMD02   ,2005,M12,147.6,          
CUSR0000SEMD02   ,2006,M01,148,          
CUSR0000SEMD02   ,2006,M02,148.1,          
CUSR0000SEMD02   ,2006,M03,148.8,          
CUSR0000SEMD02   ,2006,M04,149.4,          
CUSR0000SEMD02   ,2006,M05,150,          
CUSR0000SEMD02   ,2006,M06,150.5,          
CUSR0000SEMD02   ,2006,M07,150.8,          
CUSR0000SEMD02   ,2006,M08,151.4,          
CUSR0000SEMD02   ,2006,M09,152.4,          
CUSR0000SEMD02   ,2006,M10,153.6,          
CUSR0000SEMD02   ,2006,M11,154.3,          
CUSR0000SEMD02   ,2006,M12,155.1,          
CUSR0000SEMD02   ,2007,M01,155.959,          
CUSR0000SEMD02   ,2007,M02,156.424,          
CUSR0000SEMD02   ,2007,M03,157.108,          
CUSR0000SEMD02   ,2007,M04,158.11,          
CUSR0000SEMD02   ,2007,M05,158.942,          
CUSR0000SEMD02   ,2007,M06,159.194,          
CUSR0000SEMD02   ,2007,M07,160.391,          
CUSR0000SEMD02   ,2007,M08,160.805,          
CUSR0000SEMD02   ,2007,M09,161.453,          
CUSR0000SEMD02   ,2007,M10,161.937,          
CUSR0000SEMD02   ,2007,M11,162.28,          
CUSR0000SEMD02   ,2007,M12,162.656,          
CUSR0000SEMD02   ,2008,M01,162.979,          
CUSR0000SEMD02   ,2008,M02,163.72,          
CUSR0000SEMD02   ,2008,M03,164.352,          
CUSR0000SEMD02   ,2008,M04,164.449,          
CUSR0000SEMD02   ,2008,M05,164.541,          
CUSR0000SEMD02   ,2008,M06,165.111,          
CUSR0000SEMD02   ,2008,M07,165.475,          
CUSR0000SEMD02   ,2008,M08,165.751,          
CUSR0000SEMD02   ,2008,M09,166.266,          
CUSR0000SEMD02   ,2008,M10,166.517,          
CUSR0000SEMD02   ,2008,M11,167.174,          
CUSR0000SEMD02   ,2008,M12,167.905,          
CUSR0000SEMD02   ,2009,M01,168.99,          
CUSR0000SEMD02   ,2009,M02,169.542,          
CUSR0000SEMD02   ,2009,M03,170.117,          
CUSR0000SEMD02   ,2009,M04,171.093,          
CUSR0000SEMD02   ,2009,M05,171.015,          
CUSR0000SEMD02   ,2009,M06,171.21,          
CUSR0000SEMD02   ,2009,M07,171.579,          
CUSR0000SEMD02   ,2009,M08,172.239,          
CUSR0000SEMD02   ,2009,M09,172.515,          
CUSR0000SEMD02   ,2009,M10,173.186,          
CUSR0000SEMD02   ,2009,M11,174.141,          
CUSR0000SEMD02   ,2009,M12,174.034,          
CUSR0000SEMD02   ,2010,M01,174.085,          
CUSR0000SEMD02   ,2010,M02,174.237,          
CUSR0000SEMD02   ,2010,M03,174.599,          
CUSR0000SEMD02   ,2010,M04,175.195,          
CUSR0000SEMD02   ,2010,M05,176.468,          
CUSR0000SEMD02   ,2010,M06,177.398,          
CUSR0000SEMD02   ,2010,M07,177.711,          
CUSR0000SEMD02   ,2010,M08,178.169,          
CUSR0000SEMD02   ,2010,M09,178.533,          
CUSR0000SEMD02   ,2010,M10,178.976,          
CUSR0000SEMD02   ,2010,M11,179.197,          
CUSR0000SEMD02   ,2010,M12,179.566,          
CUSR0000SEMD02   ,2011,M01,179.999,          
CUSR0000SEMD02   ,2011,M02,180.521,          
CUSR0000SEMD02   ,2011,M03,180.934,          
CUSR0000SEMD02   ,2011,M04,181.122,          
CUSR0000SEMD02   ,2011,M05,181.236,          
CUSR0000SEMD02   ,2011,M06,181.662,          
CUSR0000SEMD02   ,2011,M07,182.172,          
CUSR0000SEMD02   ,2011,M08,182.62,          
CUSR0000SEMD02   ,2011,M09,183.3,          
CUSR0000SEMD02   ,2011,M10,183.692,          
CUSR0000SEMD02   ,2011,M11,184.223,          
CUSR0000SEMD02   ,2011,M12,184.869,          
CUSR0000SEMD02   ,2012,M01,185.728,          
CUSR0000SEMD02   ,2012,M02,186.706,          
CUSR0000SEMD02   ,2012,M03,186.95,          
CUSR0000SEMD02   ,2012,M04,187.552,          
CUSR0000SEMD02   ,2012,M05,188.064,          
CUSR0000SEMD02   ,2012,M06,188.658,          
CUSR0000SEMD02   ,2012,M07,189.227,          
CUSR0000SEMD02   ,2012,M08,189.602,          
CUSR0000SEMD02   ,2012,M09,190.032,          
CUSR0000SEMD02   ,2012,M10,190.663,          
CUSR0000SEMD02   ,2012,M11,191.035,          
CUSR0000SEMD02   ,2012,M12,191.523,          
CUSR0000SEMD02   ,2013,M01,191.986,          
CUSR0000SEMD02   ,2013,M02,192.2,          
CUSR0000SEMD02   ,2013,M03,193.094,          
CUSR0000SEMD02   ,2013,M04,193.291,          
CUSR0000SEMD02   ,2013,M05,193.944,          
CUSR0000SEMD02   ,2013,M06,194.274,          
CUSR0000SEMD02   ,2013,M07,194.879,          
CUSR0000SEMD02   ,2013,M08,195.149,          
CUSR0000SEMD02   ,2013,M09,195.064,          
CUSR0000SEMD02   ,2013,M10,195.647,          
CUSR0000SEMD02   ,2013,M11,196.877,          
CUSR0000SEMD02   ,2013,M12,197.299,          
CUSR0000SEMD02   ,2014,M01,196.999,          
CUSR0000SEMD02   ,2014,M02,198.065,          
CUSR0000SEMD02   ,2014,M03,198.607,          
CUSR0000SEMD02   ,2014,M04,198.973,          
CUSR0000SEMD02   ,2014,M05,199.101,          
CUSR0000SEMD02   ,2014,M06,199.49,          
CUSR0000SEMD02   ,2014,M07,199.908,          
CUSR0000SEMD02   ,2014,M08,200.735,          
CUSR0000SEMD02   ,2014,M09,201.434,          
CUSR0000SEMD02   ,2014,M10,201.958,          
CUSR0000SEMD02   ,2014,M11,202.645,          
CUSR0000SEMD02   ,2014,M12,203.036,          
CUSR0000SEMD02   ,2015,M01,203.751,          
CUSR0000SEMD02   ,2015,M02,204.087,          
CUSR0000SEMD02   ,2015,M03,204.345,          
CUSR0000SEMD02   ,2015,M04,204.756,          
CUSR0000SEMD02   ,2015,M05,205.45,          
CUSR0000SEMD02   ,2015,M06,206.2,          
CUSR0000SEMD02   ,2015,M07,206.612,          
CUSR0000SEMD02   ,2015,M08,207.173,          
CUSR0000SEMD02   ,2015,M09,207.718,          
CUSR0000SEMD02   ,2015,M10,208.245,          
CUSR0000SEMD02   ,2015,M11,208.926,          
