series_id,year,period,value,footnote_codes
CUUR0000SAM      ,1971,M05,36.1,          
CUUR0000SAM      ,1971,M06,36.2,          
CUUR0000SAM      ,1971,M07,36.4,          
CUUR0000SAM      ,1971,M08,36.6,          
CUUR0000SAM      ,1971,M09,36.7,          
CUUR0000SAM      ,1971,M10,36.5,          
CUUR0000SAM      ,1971,M11,36.5,          
CUUR0000SAM      ,1971,M12,36.6,          
CUUR0000SAM      ,1971,M13,36.1,          
CUUR0000SAM      ,1972,M01,36.7,          
CUUR0000SAM      ,1972,M02,36.9,          
CUUR0000SAM      ,1972,M03,37,          
CUUR0000SAM      ,1972,M04,37.1,          
CUUR0000SAM      ,1972,M05,37.2,          
CUUR0000SAM      ,1972,M06,37.3,          
CUUR0000SAM      ,1972,M07,37.4,          
CUUR0000SAM      ,1972,M08,37.4,          
CUUR0000SAM      ,1972,M09,37.5,          
CUUR0000SAM      ,1972,M10,37.7,          
CUUR0000SAM      ,1972,M11,37.8,          
CUUR0000SAM      ,1972,M12,37.8,          
CUUR0000SAM      ,1972,M13,37.3,          
CUUR0000SAM      ,1973,M01,38,          
CUUR0000SAM      ,1973,M02,38.1,          
CUUR0000SAM      ,1973,M03,38.2,          
CUUR0000SAM      ,1973,M04,38.3,          
CUUR0000SAM      ,1973,M05,38.5,          
CUUR0000SAM      ,1973,M06,38.6,          
CUUR0000SAM      ,1973,M07,38.7,          
CUUR0000SAM      ,1973,M08,38.7,          
CUUR0000SAM      ,1973,M09,38.9,          
CUUR0000SAM      ,1973,M10,39.6,          
CUUR0000SAM      ,1973,M11,39.7,          
CUUR0000SAM      ,1973,M12,39.8,          
CUUR0000SAM      ,1973,M13,38.8,          
CUUR0000SAM      ,1974,M01,40,          
CUUR0000SAM      ,1974,M02,40.4,          
CUUR0000SAM      ,1974,M03,40.8,          
CUUR0000SAM      ,1974,M04,41,          
CUUR0000SAM      ,1974,M05,41.4,          
CUUR0000SAM      ,1974,M06,42.1,          
CUUR0000SAM      ,1974,M07,42.6,          
CUUR0000SAM      ,1974,M08,43.3,          
CUUR0000SAM      ,1974,M09,43.7,          
CUUR0000SAM      ,1974,M10,44,          
CUUR0000SAM      ,1974,M11,44.3,          
CUUR0000SAM      ,1974,M12,44.8,          
CUUR0000SAM      ,1974,M13,42.4,          
CUUR0000SAM      ,1975,M01,45.3,          
CUUR0000SAM      ,1975,M02,45.9,          
CUUR0000SAM      ,1975,M03,46.3,          
CUUR0000SAM      ,1975,M04,46.7,          
CUUR0000SAM      ,1975,M05,47,          
CUUR0000SAM      ,1975,M06,47.3,          
CUUR0000SAM      ,1975,M07,47.8,          
CUUR0000SAM      ,1975,M08,48.1,          
CUUR0000SAM      ,1975,M09,48.5,          
CUUR0000SAM      ,1975,M10,48.8,          
CUUR0000SAM      ,1975,M11,48.8,          
CUUR0000SAM      ,1975,M12,49.2,          
CUUR0000SAM      ,1975,M13,47.5,          
CUUR0000SAM      ,1976,M01,49.7,          
CUUR0000SAM      ,1976,M02,50.3,          
CUUR0000SAM      ,1976,M03,50.8,          
CUUR0000SAM      ,1976,M04,51.1,          
CUUR0000SAM      ,1976,M05,51.4,          
CUUR0000SAM      ,1976,M06,51.7,          
CUUR0000SAM      ,1976,M07,52.2,          
CUUR0000SAM      ,1976,M08,52.6,          
CUUR0000SAM      ,1976,M09,52.9,          
CUUR0000SAM      ,1976,M10,53.2,          
CUUR0000SAM      ,1976,M11,53.9,          
CUUR0000SAM      ,1976,M12,54.1,          
CUUR0000SAM      ,1976,M13,52,          
CUUR0000SAM      ,1977,M01,54.6,          
CUUR0000SAM      ,1977,M02,55.1,          
CUUR0000SAM      ,1977,M03,55.6,          
CUUR0000SAM      ,1977,M04,56.1,          
CUUR0000SAM      ,1977,M05,56.4,          
CUUR0000SAM      ,1977,M06,56.8,          
CUUR0000SAM      ,1977,M07,57.3,          
CUUR0000SAM      ,1977,M08,57.7,          
CUUR0000SAM      ,1977,M09,58.1,          
CUUR0000SAM      ,1977,M10,58.3,          
CUUR0000SAM      ,1977,M11,58.6,          
CUUR0000SAM      ,1977,M12,58.9,          
CUUR0000SAM      ,1977,M13,57,          
CUUR0000SAM      ,1978,M01,59.5,          
CUUR0000SAM      ,1978,M02,60.1,          
CUUR0000SAM      ,1978,M03,60.4,          
CUUR0000SAM      ,1978,M04,60.7,          
CUUR0000SAM      ,1978,M05,61.1,          
CUUR0000SAM      ,1978,M06,61.3,          
CUUR0000SAM      ,1978,M07,61.8,          
CUUR0000SAM      ,1978,M08,62.3,          
CUUR0000SAM      ,1978,M09,62.7,          
CUUR0000SAM      ,1978,M10,63.3,          
CUUR0000SAM      ,1978,M11,63.9,          
CUUR0000SAM      ,1978,M12,64.1,          
CUUR0000SAM      ,1978,M13,61.8,          
CUUR0000SAM      ,1979,M01,65,          
CUUR0000SAM      ,1979,M02,65.5,          
CUUR0000SAM      ,1979,M03,65.9,          
CUUR0000SAM      ,1979,M04,66.2,          
CUUR0000SAM      ,1979,M05,66.5,          
CUUR0000SAM      ,1979,M06,66.9,          
CUUR0000SAM      ,1979,M07,67.5,          
CUUR0000SAM      ,1979,M08,68.1,          
CUUR0000SAM      ,1979,M09,68.6,          
CUUR0000SAM      ,1979,M10,69.2,          
CUUR0000SAM      ,1979,M11,69.8,          
CUUR0000SAM      ,1979,M12,70.6,          
CUUR0000SAM      ,1979,M13,67.5,          
CUUR0000SAM      ,1980,M01,71.5,          
CUUR0000SAM      ,1980,M02,72.6,          
CUUR0000SAM      ,1980,M03,73.3,          
CUUR0000SAM      ,1980,M04,73.8,          
CUUR0000SAM      ,1980,M05,74.2,          
CUUR0000SAM      ,1980,M06,74.5,          
CUUR0000SAM      ,1980,M07,75.1,          
CUUR0000SAM      ,1980,M08,75.6,          
CUUR0000SAM      ,1980,M09,76.2,          
CUUR0000SAM      ,1980,M10,76.8,          
CUUR0000SAM      ,1980,M11,77.3,          
CUUR0000SAM      ,1980,M12,77.6,          
CUUR0000SAM      ,1980,M13,74.9,          
CUUR0000SAM      ,1981,M01,78.7,          
CUUR0000SAM      ,1981,M02,79.6,          
CUUR0000SAM      ,1981,M03,80.2,          
CUUR0000SAM      ,1981,M04,80.8,          
CUUR0000SAM      ,1981,M05,81.4,          
CUUR0000SAM      ,1981,M06,82.1,          
CUUR0000SAM      ,1981,M07,83.2,          
CUUR0000SAM      ,1981,M08,84.3,          
CUUR0000SAM      ,1981,M09,84.9,          
CUUR0000SAM      ,1981,M10,85.8,          
CUUR0000SAM      ,1981,M11,86.8,          
CUUR0000SAM      ,1981,M12,87.3,          
CUUR0000SAM      ,1981,M13,82.9,          
CUUR0000SAM      ,1982,M01,88.2,          
CUUR0000SAM      ,1982,M02,89,          
CUUR0000SAM      ,1982,M03,89.8,          
CUUR0000SAM      ,1982,M04,90.6,          
CUUR0000SAM      ,1982,M05,91.2,          
CUUR0000SAM      ,1982,M06,91.9,          
CUUR0000SAM      ,1982,M07,92.9,          
CUUR0000SAM      ,1982,M08,93.8,          
CUUR0000SAM      ,1982,M09,94.6,          
CUUR0000SAM      ,1982,M10,95.4,          
CUUR0000SAM      ,1982,M11,96.3,          
CUUR0000SAM      ,1982,M12,96.9,          
CUUR0000SAM      ,1982,M13,92.5,          
CUUR0000SAM      ,1983,M01,97.9,          
CUUR0000SAM      ,1983,M02,98.9,          
CUUR0000SAM      ,1983,M03,99.2,          
CUUR0000SAM      ,1983,M04,99.5,          
CUUR0000SAM      ,1983,M05,99.7,          
CUUR0000SAM      ,1983,M06,100.1,          
CUUR0000SAM      ,1983,M07,100.7,          
CUUR0000SAM      ,1983,M08,101.4,          
CUUR0000SAM      ,1983,M09,101.7,          
CUUR0000SAM      ,1983,M10,102.2,          
CUUR0000SAM      ,1983,M11,102.7,          
CUUR0000SAM      ,1983,M12,103.1,          
CUUR0000SAM      ,1983,M13,100.6,          
CUUR0000SAM      ,1984,M01,104,          
CUUR0000SAM      ,1984,M02,105.1,          
CUUR0000SAM      ,1984,M03,105.4,          
CUUR0000SAM      ,1984,M04,105.8,          
CUUR0000SAM      ,1984,M05,106.1,          
CUUR0000SAM      ,1984,M06,106.4,          
CUUR0000SAM      ,1984,M07,107.1,          
CUUR0000SAM      ,1984,M08,107.5,          
CUUR0000SAM      ,1984,M09,107.9,          
CUUR0000SAM      ,1984,M10,108.5,          
CUUR0000SAM      ,1984,M11,109.1,          
CUUR0000SAM      ,1984,M12,109.4,          
CUUR0000SAM      ,1984,M13,106.8,          
CUUR0000SAM      ,1985,M01,110.1,          
CUUR0000SAM      ,1985,M02,110.9,          
CUUR0000SAM      ,1985,M03,111.6,          
CUUR0000SAM      ,1985,M04,112.1,          
CUUR0000SAM      ,1985,M05,112.5,          
CUUR0000SAM      ,1985,M06,113.1,          
CUUR0000SAM      ,1985,M07,113.7,          
CUUR0000SAM      ,1985,M08,114.5,          
CUUR0000SAM      ,1985,M09,115,          
CUUR0000SAM      ,1985,M10,115.6,          
CUUR0000SAM      ,1985,M11,116.3,          
CUUR0000SAM      ,1985,M12,116.8,          
CUUR0000SAM      ,1985,M13,113.5,          
CUUR0000SAM      ,1986,M01,117.7,          
CUUR0000SAM      ,1986,M02,118.9,          
CUUR0000SAM      ,1986,M03,119.9,          
CUUR0000SAM      ,1986,M04,120.5,          
CUUR0000SAM      ,1986,M05,121,          
CUUR0000SAM      ,1986,M06,121.6,          
CUUR0000SAM      ,1986,M07,122.4,          
CUUR0000SAM      ,1986,M08,123.2,          
CUUR0000SAM      ,1986,M09,123.8,          
CUUR0000SAM      ,1986,M10,124.5,          
CUUR0000SAM      ,1986,M11,125.2,          
CUUR0000SAM      ,1986,M12,125.8,          
CUUR0000SAM      ,1986,M13,122,          
CUUR0000SAM      ,1987,M01,126.6,          
CUUR0000SAM      ,1987,M02,127.4,          
CUUR0000SAM      ,1987,M03,128.1,          
CUUR0000SAM      ,1987,M04,128.7,          
CUUR0000SAM      ,1987,M05,129.2,          
CUUR0000SAM      ,1987,M06,129.9,          
CUUR0000SAM      ,1987,M07,130.7,          
CUUR0000SAM      ,1987,M08,131.2,          
CUUR0000SAM      ,1987,M09,131.7,          
CUUR0000SAM      ,1987,M10,132.3,          
CUUR0000SAM      ,1987,M11,132.8,          
CUUR0000SAM      ,1987,M12,133.1,          
CUUR0000SAM      ,1987,M13,130.1,          
CUUR0000SAM      ,1988,M01,134.4,          
CUUR0000SAM      ,1988,M02,135.5,          
CUUR0000SAM      ,1988,M03,136.3,          
CUUR0000SAM      ,1988,M04,136.9,          
CUUR0000SAM      ,1988,M05,137.5,          
CUUR0000SAM      ,1988,M06,138.2,          
CUUR0000SAM      ,1988,M07,139.3,          
CUUR0000SAM      ,1988,M08,139.9,          
CUUR0000SAM      ,1988,M09,140.4,          
CUUR0000SAM      ,1988,M10,141.2,          
CUUR0000SAM      ,1988,M11,141.8,          
CUUR0000SAM      ,1988,M12,142.3,          
CUUR0000SAM      ,1988,M13,138.6,          
CUUR0000SAM      ,1989,M01,143.8,          
CUUR0000SAM      ,1989,M02,145.2,          
CUUR0000SAM      ,1989,M03,146.1,          
CUUR0000SAM      ,1989,M04,146.8,          
CUUR0000SAM      ,1989,M05,147.5,          
CUUR0000SAM      ,1989,M06,148.5,          
CUUR0000SAM      ,1989,M07,149.7,          
CUUR0000SAM      ,1989,M08,150.7,          
CUUR0000SAM      ,1989,M09,151.7,          
CUUR0000SAM      ,1989,M10,152.7,          
CUUR0000SAM      ,1989,M11,153.9,          
CUUR0000SAM      ,1989,M12,154.4,          
CUUR0000SAM      ,1989,M13,149.3,          
CUUR0000SAM      ,1990,M01,155.9,          
CUUR0000SAM      ,1990,M02,157.5,          
CUUR0000SAM      ,1990,M03,158.7,          
CUUR0000SAM      ,1990,M04,159.8,          
CUUR0000SAM      ,1990,M05,160.8,          
CUUR0000SAM      ,1990,M06,161.9,          
CUUR0000SAM      ,1990,M07,163.5,          
CUUR0000SAM      ,1990,M08,165,          
CUUR0000SAM      ,1990,M09,165.8,          
CUUR0000SAM      ,1990,M10,167.1,          
CUUR0000SAM      ,1990,M11,168.4,          
CUUR0000SAM      ,1990,M12,169.2,          
CUUR0000SAM      ,1990,M13,162.8,          
CUUR0000SAM      ,1991,M01,171,          
CUUR0000SAM      ,1991,M02,172.5,          
CUUR0000SAM      ,1991,M03,173.7,          
CUUR0000SAM      ,1991,M04,174.4,          
CUUR0000SAM      ,1991,M05,175.2,          
CUUR0000SAM      ,1991,M06,176.2,          
CUUR0000SAM      ,1991,M07,177.5,          
CUUR0000SAM      ,1991,M08,178.9,          
CUUR0000SAM      ,1991,M09,179.7,          
CUUR0000SAM      ,1991,M10,180.7,          
CUUR0000SAM      ,1991,M11,181.8,          
CUUR0000SAM      ,1991,M12,182.6,          
CUUR0000SAM      ,1991,M13,177,          
CUUR0000SAM      ,1992,M01,184.3,          
CUUR0000SAM      ,1992,M02,186.2,          
CUUR0000SAM      ,1992,M03,187.3,          
CUUR0000SAM      ,1992,M04,188.1,          
CUUR0000SAM      ,1992,M05,188.7,          
CUUR0000SAM      ,1992,M06,189.4,          
CUUR0000SAM      ,1992,M07,190.7,          
CUUR0000SAM      ,1992,M08,191.5,          
CUUR0000SAM      ,1992,M09,192.3,          
CUUR0000SAM      ,1992,M10,193.3,          
CUUR0000SAM      ,1992,M11,194.3,          
CUUR0000SAM      ,1992,M12,194.7,          
CUUR0000SAM      ,1992,M13,190.1,          
CUUR0000SAM      ,1993,M01,196.4,          
CUUR0000SAM      ,1993,M02,198,          
CUUR0000SAM      ,1993,M03,198.6,          
CUUR0000SAM      ,1993,M04,199.4,          
CUUR0000SAM      ,1993,M05,200.5,          
CUUR0000SAM      ,1993,M06,201.1,          
CUUR0000SAM      ,1993,M07,202.2,          
CUUR0000SAM      ,1993,M08,202.9,          
CUUR0000SAM      ,1993,M09,203.3,          
CUUR0000SAM      ,1993,M10,204.4,          
CUUR0000SAM      ,1993,M11,204.9,          
CUUR0000SAM      ,1993,M12,205.2,          
CUUR0000SAM      ,1993,M13,201.4,          
CUUR0000SAM      ,1994,M01,206.4,          
CUUR0000SAM      ,1994,M02,207.7,          
CUUR0000SAM      ,1994,M03,208.3,          
CUUR0000SAM      ,1994,M04,209.2,          
CUUR0000SAM      ,1994,M05,209.7,          
CUUR0000SAM      ,1994,M06,210.4,          
CUUR0000SAM      ,1994,M07,211.5,          
CUUR0000SAM      ,1994,M08,212.2,          
CUUR0000SAM      ,1994,M09,212.8,          
CUUR0000SAM      ,1994,M10,214,          
CUUR0000SAM      ,1994,M11,214.7,          
CUUR0000SAM      ,1994,M12,215.3,          
CUUR0000SAM      ,1994,M13,211,          
CUUR0000SAM      ,1995,M01,216.6,          
CUUR0000SAM      ,1995,M02,217.9,          
CUUR0000SAM      ,1995,M03,218.4,          
CUUR0000SAM      ,1995,M04,218.9,          
CUUR0000SAM      ,1995,M05,219.3,          
CUUR0000SAM      ,1995,M06,219.8,          
CUUR0000SAM      ,1995,M07,220.8,          
CUUR0000SAM      ,1995,M08,221.6,          
CUUR0000SAM      ,1995,M09,222.1,          
CUUR0000SAM      ,1995,M10,222.9,          
CUUR0000SAM      ,1995,M11,223.5,          
CUUR0000SAM      ,1995,M12,223.8,          
CUUR0000SAM      ,1995,M13,220.5,          
CUUR0000SAM      ,1996,M01,225.2,          
CUUR0000SAM      ,1996,M02,226.2,          
CUUR0000SAM      ,1996,M03,226.6,          
CUUR0000SAM      ,1996,M04,227,          
CUUR0000SAM      ,1996,M05,227.4,          
CUUR0000SAM      ,1996,M06,227.8,          
CUUR0000SAM      ,1996,M07,228.7,          
CUUR0000SAM      ,1996,M08,229.2,          
CUUR0000SAM      ,1996,M09,229.4,          
CUUR0000SAM      ,1996,M10,230.1,          
CUUR0000SAM      ,1996,M11,230.5,          
CUUR0000SAM      ,1996,M12,230.6,          
CUUR0000SAM      ,1996,M13,228.2,          
CUUR0000SAM      ,1997,M01,231.8,          
CUUR0000SAM      ,1997,M02,232.7,          
CUUR0000SAM      ,1997,M03,233.4,          
CUUR0000SAM      ,1997,M04,233.8,          
CUUR0000SAM      ,1997,M05,234.2,          
CUUR0000SAM      ,1997,M06,234.4,          
CUUR0000SAM      ,1997,M07,234.8,          
CUUR0000SAM      ,1997,M08,235.2,          
CUUR0000SAM      ,1997,M09,235.4,          
CUUR0000SAM      ,1997,M10,235.8,          
CUUR0000SAM      ,1997,M11,236.4,          
CUUR0000SAM      ,1997,M12,237.1,          
CUUR0000SAM      ,1997,M13,234.6,          
CUUR0000SAM      ,1998,M01,238.1,          
CUUR0000SAM      ,1998,M02,239.3,          
CUUR0000SAM      ,1998,M03,239.8,          
CUUR0000SAM      ,1998,M04,240.7,          
CUUR0000SAM      ,1998,M05,241.4,          
CUUR0000SAM      ,1998,M06,242,          
CUUR0000SAM      ,1998,M07,242.7,          
CUUR0000SAM      ,1998,M08,243.5,          
CUUR0000SAM      ,1998,M09,243.9,          
CUUR0000SAM      ,1998,M10,244.3,          
CUUR0000SAM      ,1998,M11,244.7,          
CUUR0000SAM      ,1998,M12,245.2,          
CUUR0000SAM      ,1998,M13,242.1,          
CUUR0000SAM      ,1999,M01,246.6,          
CUUR0000SAM      ,1999,M02,247.7,          
CUUR0000SAM      ,1999,M03,248.3,          
CUUR0000SAM      ,1999,M04,249.1,          
CUUR0000SAM      ,1999,M05,249.5,          
CUUR0000SAM      ,1999,M06,250.2,          
CUUR0000SAM      ,1999,M07,251.1,          
CUUR0000SAM      ,1999,M08,251.9,          
CUUR0000SAM      ,1999,M09,252.3,          
CUUR0000SAM      ,1999,M10,252.8,          
CUUR0000SAM      ,1999,M11,253.3,          
CUUR0000SAM      ,1999,M12,254.2,          
CUUR0000SAM      ,1999,M13,250.6,          
CUUR0000SAM      ,2000,M01,255.5,          
CUUR0000SAM      ,2000,M02,257,          
CUUR0000SAM      ,2000,M03,258.1,          
CUUR0000SAM      ,2000,M04,258.8,          
CUUR0000SAM      ,2000,M05,259.4,          
CUUR0000SAM      ,2000,M06,260.5,          
CUUR0000SAM      ,2000,M07,261.4,          
CUUR0000SAM      ,2000,M08,262.6,          
CUUR0000SAM      ,2000,M09,263.1,          
CUUR0000SAM      ,2000,M10,263.7,          
CUUR0000SAM      ,2000,M11,264.1,          
CUUR0000SAM      ,2000,M12,264.8,          
CUUR0000SAM      ,2000,M13,260.8,          
CUUR0000SAM      ,2001,M01,267.1,          
CUUR0000SAM      ,2001,M02,268.9,          
CUUR0000SAM      ,2001,M03,270,          
CUUR0000SAM      ,2001,M04,270.8,          
CUUR0000SAM      ,2001,M05,271.4,          
CUUR0000SAM      ,2001,M06,272.5,          
CUUR0000SAM      ,2001,M07,273.1,          
CUUR0000SAM      ,2001,M08,274.4,          
CUUR0000SAM      ,2001,M09,275,          
CUUR0000SAM      ,2001,M10,275.9,          
CUUR0000SAM      ,2001,M11,276.7,          
CUUR0000SAM      ,2001,M12,277.3,          
CUUR0000SAM      ,2001,M13,272.8,          
CUUR0000SAM      ,2002,M01,279.6,          
CUUR0000SAM      ,2002,M02,281,          
CUUR0000SAM      ,2002,M03,282,          
CUUR0000SAM      ,2002,M04,283.2,          
CUUR0000SAM      ,2002,M05,284.1,          
CUUR0000SAM      ,2002,M06,284.7,          
CUUR0000SAM      ,2002,M07,286.6,          
CUUR0000SAM      ,2002,M08,287.3,          
CUUR0000SAM      ,2002,M09,287.7,          
CUUR0000SAM      ,2002,M10,289.2,          
CUUR0000SAM      ,2002,M11,290.5,          
CUUR0000SAM      ,2002,M12,291.3,          
CUUR0000SAM      ,2002,M13,285.6,          
CUUR0000SAM      ,2003,M01,292.6,          
CUUR0000SAM      ,2003,M02,293.7,          
CUUR0000SAM      ,2003,M03,294.2,          
CUUR0000SAM      ,2003,M04,294.6,          
CUUR0000SAM      ,2003,M05,295.5,          
CUUR0000SAM      ,2003,M06,296.3,          
CUUR0000SAM      ,2003,M07,297.6,          
CUUR0000SAM      ,2003,M08,298.4,          
CUUR0000SAM      ,2003,M09,299.2,          
CUUR0000SAM      ,2003,M10,299.9,          
CUUR0000SAM      ,2003,M11,300.8,          
CUUR0000SAM      ,2003,M12,302.1,          
CUUR0000SAM      ,2003,M13,297.1,          
CUUR0000SAM      ,2004,M01,303.6,          
CUUR0000SAM      ,2004,M02,306,          
CUUR0000SAM      ,2004,M03,307.5,          
CUUR0000SAM      ,2004,M04,308.3,          
CUUR0000SAM      ,2004,M05,309,          
CUUR0000SAM      ,2004,M06,310,          
CUUR0000SAM      ,2004,M07,311,          
CUUR0000SAM      ,2004,M08,311.6,          
CUUR0000SAM      ,2004,M09,312.3,          
CUUR0000SAM      ,2004,M10,313.3,          
CUUR0000SAM      ,2004,M11,314.1,          
CUUR0000SAM      ,2004,M12,314.9,          
CUUR0000SAM      ,2004,M13,310.1,          
CUUR0000SAM      ,2005,M01,316.8,          
CUUR0000SAM      ,2005,M02,319.3,          
CUUR0000SAM      ,2005,M03,320.7,          
CUUR0000SAM      ,2005,M04,321.5,          
CUUR0000SAM      ,2005,M05,322.2,          
CUUR0000SAM      ,2005,M06,322.9,          
CUUR0000SAM      ,2005,M07,324.1,          
CUUR0000SAM      ,2005,M08,323.9,          
CUUR0000SAM      ,2005,M09,324.6,          
CUUR0000SAM      ,2005,M10,326.2,          
CUUR0000SAM      ,2005,M11,328.1,          
CUUR0000SAM      ,2005,M12,328.4,          
CUUR0000SAM      ,2005,M13,323.2,          
CUUR0000SAM      ,2006,M01,329.5,          
CUUR0000SAM      ,2006,M02,332.1,          
CUUR0000SAM      ,2006,M03,333.8,          
CUUR0000SAM      ,2006,M04,334.7,          
CUUR0000SAM      ,2006,M05,335.6,          
CUUR0000SAM      ,2006,M06,336,          
CUUR0000SAM      ,2006,M07,337,          
CUUR0000SAM      ,2006,M08,337.7,          
CUUR0000SAM      ,2006,M09,338.3,          
CUUR0000SAM      ,2006,M10,339.3,          
CUUR0000SAM      ,2006,M11,340.1,          
CUUR0000SAM      ,2006,M12,340.1,          
CUUR0000SAM      ,2006,M13,336.2,          
CUUR0000SAM      ,2007,M01,343.51,          
CUUR0000SAM      ,2007,M02,346.457,          
CUUR0000SAM      ,2007,M03,347.172,          
CUUR0000SAM      ,2007,M04,348.225,          
CUUR0000SAM      ,2007,M05,349.087,          
CUUR0000SAM      ,2007,M06,349.51,          
CUUR0000SAM      ,2007,M07,351.643,          
CUUR0000SAM      ,2007,M08,352.961,          
CUUR0000SAM      ,2007,M09,353.723,          
CUUR0000SAM      ,2007,M10,355.653,          
CUUR0000SAM      ,2007,M11,357.041,          
CUUR0000SAM      ,2007,M12,357.661,          
CUUR0000SAM      ,2007,M13,351.054,          
CUUR0000SAM      ,2008,M01,360.459,          
CUUR0000SAM      ,2008,M02,362.155,          
CUUR0000SAM      ,2008,M03,363,          
CUUR0000SAM      ,2008,M04,363.184,          
CUUR0000SAM      ,2008,M05,363.396,          
CUUR0000SAM      ,2008,M06,363.616,          
CUUR0000SAM      ,2008,M07,363.963,          
CUUR0000SAM      ,2008,M08,364.477,          
CUUR0000SAM      ,2008,M09,365.036,          
CUUR0000SAM      ,2008,M10,365.746,          
CUUR0000SAM      ,2008,M11,366.613,          
CUUR0000SAM      ,2008,M12,367.133,          
CUUR0000SAM      ,2008,M13,364.065,          
CUUR0000SAM      ,2009,M01,369.83,          
CUUR0000SAM      ,2009,M02,372.405,          
CUUR0000SAM      ,2009,M03,373.189,          
CUUR0000SAM      ,2009,M04,374.17,          
CUUR0000SAM      ,2009,M05,375.026,          
CUUR0000SAM      ,2009,M06,375.093,          
CUUR0000SAM      ,2009,M07,375.739,          
CUUR0000SAM      ,2009,M08,376.537,          
CUUR0000SAM      ,2009,M09,377.727,          
CUUR0000SAM      ,2009,M10,378.552,          
CUUR0000SAM      ,2009,M11,379.575,          
CUUR0000SAM      ,2009,M12,379.516,          
CUUR0000SAM      ,2009,M13,375.613,          
CUUR0000SAM      ,2010,M01,382.688,          
CUUR0000SAM      ,2010,M02,385.907,          
CUUR0000SAM      ,2010,M03,387.142,          
CUUR0000SAM      ,2010,M04,387.703,          
CUUR0000SAM      ,2010,M05,387.762,          
CUUR0000SAM      ,2010,M06,388.199,          
CUUR0000SAM      ,2010,M07,387.898,          
CUUR0000SAM      ,2010,M08,388.467,          
CUUR0000SAM      ,2010,M09,390.616,          
CUUR0000SAM      ,2010,M10,391.24,          
CUUR0000SAM      ,2010,M11,391.66,          
CUUR0000SAM      ,2010,M12,391.946,          
CUUR0000SAM      ,2010,M13,388.436,          
CUUR0000SAM      ,2011,M01,393.858,          
CUUR0000SAM      ,2011,M02,397.065,          
CUUR0000SAM      ,2011,M03,397.726,          
CUUR0000SAM      ,2011,M04,398.813,          
CUUR0000SAM      ,2011,M05,399.375,          
CUUR0000SAM      ,2011,M06,399.552,          
CUUR0000SAM      ,2011,M07,400.305,          
CUUR0000SAM      ,2011,M08,400.874,          
CUUR0000SAM      ,2011,M09,401.605,          
CUUR0000SAM      ,2011,M10,403.43,          
CUUR0000SAM      ,2011,M11,404.858,          
CUUR0000SAM      ,2011,M12,405.629,          
CUUR0000SAM      ,2011,M13,400.258,          
CUUR0000SAM      ,2012,M01,408.056,          
CUUR0000SAM      ,2012,M02,410.466,          
CUUR0000SAM      ,2012,M03,411.498,          
CUUR0000SAM      ,2012,M04,412.48,          
CUUR0000SAM      ,2012,M05,413.655,          
CUUR0000SAM      ,2012,M06,415.345,          
CUUR0000SAM      ,2012,M07,416.759,          
CUUR0000SAM      ,2012,M08,417.123,          
CUUR0000SAM      ,2012,M09,418.039,          
CUUR0000SAM      ,2012,M10,418.359,          
CUUR0000SAM      ,2012,M11,418.653,          
CUUR0000SAM      ,2012,M12,418.654,          
CUUR0000SAM      ,2012,M13,414.924,          
CUUR0000SAM      ,2013,M01,420.687,          
CUUR0000SAM      ,2013,M02,423.221,          
CUUR0000SAM      ,2013,M03,424.154,          
CUUR0000SAM      ,2013,M04,423.815,          
CUUR0000SAM      ,2013,M05,422.834,          
CUUR0000SAM      ,2013,M06,424.264,          
CUUR0000SAM      ,2013,M07,424.836,          
CUUR0000SAM      ,2013,M08,426.866,          
CUUR0000SAM      ,2013,M09,428.026,          
CUUR0000SAM      ,2013,M10,428.082,          
CUUR0000SAM      ,2013,M11,427.74,          
CUUR0000SAM      ,2013,M12,427.089,          
CUUR0000SAM      ,2013,M13,425.134,          
CUUR0000SAM      ,2014,M01,429.621,          
CUUR0000SAM      ,2014,M02,432.769,          
CUUR0000SAM      ,2014,M03,433.369,          
CUUR0000SAM      ,2014,M04,434.054,          
CUUR0000SAM      ,2014,M05,434.874,          
CUUR0000SAM      ,2014,M06,435.352,          
CUUR0000SAM      ,2014,M07,435.924,          
CUUR0000SAM      ,2014,M08,435.777,          
CUUR0000SAM      ,2014,M09,436.575,          
CUUR0000SAM      ,2014,M10,437.027,          
CUUR0000SAM      ,2014,M11,438.445,          
CUUR0000SAM      ,2014,M12,439.72,          
CUUR0000SAM      ,2014,M13,435.292,          
CUUR0000SAM      ,2015,M01,440.969,          
CUUR0000SAM      ,2015,M02,442.783,          
CUUR0000SAM      ,2015,M03,444.02,          
CUUR0000SAM      ,2015,M04,446.663,          
CUUR0000SAM      ,2015,M05,447.213,          
CUUR0000SAM      ,2015,M06,446.271,          
CUUR0000SAM      ,2015,M07,446.773,          
CUUR0000SAM      ,2015,M08,446.536,          
CUUR0000SAM      ,2015,M09,447.289,          
CUUR0000SAM      ,2015,M10,450.065,          
CUUR0000SAM      ,2015,M11,451.371,          
CUUR0000SAM      ,2015,M12,451.072,          
CUUR0000SAM      ,2015,M13,446.752,          
CUUR0000SAM      ,2016,M01,454.175,          
CUUR0000SAM      ,2016,M02,458.295,          
CUUR0000SAM      ,2016,M03,458.62,          
CUUR0000SAM      ,2016,M04,459.994,          
